,Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value,Continent
5583,Slovakia,1994,Female,Not applicable,Percent,0.67756,Europe
473,Belarus,2002,Female,Not applicable,Percent,0.68458,Europe
1591,Croatia,2010,All genders,Not applicable,Percent,0.69668,Europe
5895,Sweden,2009,Male,Not applicable,Percent,0.71397,Europe
4668,Norway,2010,All genders,Not applicable,Percent,0.7148100000000001,Europe
5682,Spain,2005,Female,Not applicable,Percent,0.71621,Europe
5905,Sweden,2006,All genders,Not applicable,Percent,0.71807,Europe
5898,Sweden,2008,Female,Not applicable,Percent,0.71936,Europe
5581,Slovakia,1995,All genders,Not applicable,Percent,0.72009,Europe
2260,Finland,2008,Female,Not applicable,Percent,0.72238,Europe
1605,Croatia,2006,Male,Not applicable,Percent,0.7276199999999999,Europe
4696,Norway,2000,Female,Not applicable,Percent,0.7308100000000001,Europe
2283,Finland,2000,All genders,Not applicable,Percent,0.73151,Europe
304,Azerbaijan,2007,All genders,Not applicable,Percent,0.7349899999999999,Europe
462,Belarus,2006,Female,Not applicable,Percent,0.73737,Europe
5615,Slovenia,1998,Female,Not applicable,Percent,0.73819,Europe
279,Austria,2003,Female,Not applicable,Percent,0.741,Europe
3944,Malta,2001,Male,Not applicable,Percent,0.74182,Europe
5923,Sweden,2000,All genders,Not applicable,Percent,0.74292,Europe
2450,Georgia,2003,Male,Not applicable,Percent,0.7456699999999999,Europe
2125,Estonia,1999,Female,Not applicable,Percent,0.74761,Europe
1598,Croatia,2008,Female,Not applicable,Percent,0.7477699999999999,Europe
1722,Czech Republic,2011,All genders,Not applicable,Percent,0.74861,Europe
4687,Norway,2003,All genders,Not applicable,Percent,0.75103,Europe
252,Austria,2012,Male,Not applicable,Percent,0.75793,Europe
6258,Ukraine,2012,Female,Not applicable,Percent,0.76682,Europe
1606,Croatia,2005,Male,Not applicable,Percent,0.7693399999999999,Europe
1717,Czech Republic,2012,All genders,Not applicable,Percent,0.76944,Europe
1724,Czech Republic,2010,Female,Not applicable,Percent,0.76948,Europe
5608,Slovenia,2002,Female,Not applicable,Percent,0.77251,Europe
464,Belarus,2005,All genders,Not applicable,Percent,0.77417,Europe
5125,Poland,2004,All genders,Not applicable,Percent,0.78041,Europe
5489,Serbia,2012,All genders,Not applicable,Percent,0.7824800000000001,Europe
5129,Poland,2000,All genders,Not applicable,Percent,0.78559,Europe
5127,Poland,2002,All genders,Not applicable,Percent,0.78695,Europe
3626,Lithuania,2000,Male,Not applicable,Percent,0.78843,Europe
482,Belarus,1999,All genders,Not applicable,Percent,0.79832,Europe
1739,Czech Republic,2005,Female,Not applicable,Percent,0.79969,Europe
2494,Germany,2001,Female,Not applicable,Percent,0.80069,Europe
5117,Poland,2009,Male,Not applicable,Percent,0.8099,Europe
485,Belarus,1998,Female,Not applicable,Percent,0.81087,Europe
247,Austria,2013,Male,Not applicable,Percent,0.8115100000000001,Europe
1616,Croatia,2000,Female,Not applicable,Percent,0.8134600000000001,Europe
1723,Czech Republic,2010,All genders,Not applicable,Percent,0.82399,Europe
3628,Lithuania,1999,All genders,Not applicable,Percent,0.8274600000000001,Europe
1769,Denmark,2009,Female,Not applicable,Percent,0.83201,Europe
4681,Norway,2005,All genders,Not applicable,Percent,0.83294,Europe
463,Belarus,2006,All genders,Not applicable,Percent,0.83304,Europe
5904,Sweden,2006,Female,Not applicable,Percent,0.8334600000000001,Europe
4692,Norway,2002,All genders,Not applicable,Percent,0.83985,Europe
3632,Lithuania,1998,Male,Not applicable,Percent,0.85255,Europe
23,Albania,2013,Female,Not applicable,Percent,0.8539399999999999,Europe
6257,Ukraine,2013,Female,Not applicable,Percent,0.8539700000000001,Europe
29,Albania,2011,Female,Not applicable,Percent,0.85567,Europe
2251,Finland,2011,Male,Not applicable,Percent,0.85701,Europe
5915,Sweden,2002,Male,Not applicable,Percent,0.8723700000000001,Europe
1720,Czech Republic,2011,Male,Not applicable,Percent,0.87303,Europe
1611,Croatia,2002,Male,Not applicable,Percent,0.8734700000000001,Europe
1725,Czech Republic,2010,Male,Not applicable,Percent,0.87492,Europe
2463,Georgia,1999,All genders,Not applicable,Percent,0.88129,Europe
5589,Slovakia,1992,Female,Not applicable,Percent,0.8865200000000001,Europe
468,Belarus,2004,All genders,Not applicable,Percent,0.88954,Europe
479,Belarus,2000,Female,Not applicable,Percent,0.89533,Europe
2572,Greece,2005,Female,Not applicable,Percent,0.89669,Europe
5909,Sweden,2004,Male,Not applicable,Percent,0.89784,Europe
4669,Norway,2009,All genders,Not applicable,Percent,0.9011399999999999,Europe
5600,Slovenia,2009,Male,Not applicable,Percent,0.9038200000000001,Europe
326,Azerbaijan,2000,Male,Not applicable,Percent,0.9043700000000001,Europe
1620,Croatia,1999,Male,Not applicable,Percent,0.9056700000000001,Europe
2498,Germany,1999,All genders,Not applicable,Percent,0.9070299999999999,Europe
1588,Croatia,2011,Male,Not applicable,Percent,0.90774,Europe
5596,Slovenia,2011,Female,Not applicable,Percent,0.9107,Europe
4677,Norway,2007,Female,Not applicable,Percent,0.91465,Europe
262,Austria,2008,Female,Not applicable,Percent,0.91709,Europe
3043,Italy,2006,Male,Not applicable,Percent,0.9174,Europe
5599,Slovenia,2010,Male,Not applicable,Percent,0.91871,Europe
461,Belarus,2006,Male,Not applicable,Percent,0.9223600000000001,Europe
1727,Czech Republic,2009,Female,Not applicable,Percent,0.9305200000000001,Europe
4666,Norway,2010,Female,Not applicable,Percent,0.93234,Europe
2121,Estonia,2000,Male,Not applicable,Percent,0.9346700000000001,Europe
450,Belarus,2011,All genders,Not applicable,Percent,0.93666,Europe
1596,Croatia,2009,All genders,Not applicable,Percent,0.94386,Europe
2489,Germany,2002,Female,Not applicable,Percent,0.94504,Europe
447,Belarus,2012,Male,Not applicable,Percent,0.9468799999999999,Europe
807,Bosnia and Herzegovina,2009,Male,Not applicable,Percent,0.9497700000000001,Europe
4698,Norway,2000,All genders,Not applicable,Percent,0.95915,Europe
5913,Sweden,2003,Female,Not applicable,Percent,0.95931,Europe
4672,Norway,2008,Female,Not applicable,Percent,0.96805,Europe
5616,Slovenia,1998,All genders,Not applicable,Percent,0.97655,Europe
5684,Spain,1985,All genders,Not applicable,Percent,0.98355,Europe
5899,Sweden,2008,All genders,Not applicable,Percent,0.9846799999999999,Europe
3032,Italy,2010,Female,Not applicable,Percent,0.9935200000000001,Europe
5911,Sweden,2004,All genders,Not applicable,Percent,0.99765,Europe
1719,Czech Republic,2012,Male,Not applicable,Percent,0.99805,Europe
2497,Germany,2000,All genders,Not applicable,Percent,0.99859,Europe
2486,Germany,2003,All genders,Not applicable,Percent,1.0045600000000001,Europe
4693,Norway,2001,All genders,Not applicable,Percent,1.00567,Europe
5601,Slovenia,2009,All genders,Not applicable,Percent,1.00766,Europe
2573,Greece,2004,Female,Not applicable,Percent,1.01411,Europe
1683,Cyprus,2006,Male,Not applicable,Percent,1.01462,Europe
2270,Finland,2004,Male,Not applicable,Percent,1.02102,Europe
481,Belarus,1999,Male,Not applicable,Percent,1.0296299999999998,Europe
5587,Slovakia,1993,All genders,Not applicable,Percent,1.0302,Europe
2871,Iceland,2011,Female,Not applicable,Percent,1.0317100000000001,Europe
3045,Italy,2005,Male,Not applicable,Percent,1.0377,Europe
5680,Spain,2008,Male,Not applicable,Percent,1.03816,Europe
268,Austria,2006,Female,Not applicable,Percent,1.0409899999999999,Europe
1597,Croatia,2008,All genders,Not applicable,Percent,1.04982,Europe
2894,Iceland,2000,All genders,Not applicable,Percent,1.0517100000000001,Europe
3024,Italy,2012,All genders,Not applicable,Percent,1.05956,Europe
5503,Serbia,2007,Female,Not applicable,Percent,1.06657,Europe
2127,Estonia,1998,Male,Not applicable,Percent,1.0670600000000001,Europe
4675,Norway,2007,All genders,Not applicable,Percent,1.0750600000000001,Europe
1751,Czech Republic,2001,Female,Not applicable,Percent,1.08142,Europe
1601,Croatia,2007,Female,Not applicable,Percent,1.08174,Europe
5906,Sweden,2005,All genders,Not applicable,Percent,1.08259,Europe
5486,Serbia,2013,Female,Not applicable,Percent,1.08568,Europe
5499,Serbia,2008,Male,Not applicable,Percent,1.08713,Europe
4703,Norway,1998,All genders,Not applicable,Percent,1.09448,Europe
4682,Norway,2005,Male,Not applicable,Percent,1.09885,Europe
3631,Lithuania,1998,All genders,Not applicable,Percent,1.1032899999999999,Europe
5910,Sweden,2004,Female,Not applicable,Percent,1.10331,Europe
1771,Denmark,2009,All genders,Not applicable,Percent,1.11317,Europe
235,Armenia,2005,Male,Not applicable,Percent,1.11471,Europe
477,Belarus,2000,All genders,Not applicable,Percent,1.11735,Europe
1684,Cyprus,2006,All genders,Not applicable,Percent,1.11789,Europe
5602,Slovenia,2009,Female,Not applicable,Percent,1.12161,Europe
1698,Cyprus,2000,Male,Not applicable,Percent,1.1243100000000001,Europe
5567,Slovakia,2001,Female,Not applicable,Percent,1.1352,Europe
294,Azerbaijan,2011,Female,Not applicable,Percent,1.13583,Europe
5917,Sweden,2002,All genders,Not applicable,Percent,1.14062,Europe
257,Austria,2010,Male,Not applicable,Percent,1.1414600000000001,Europe
5588,Slovakia,1992,All genders,Not applicable,Percent,1.14168,Europe
4671,Norway,2009,Female,Not applicable,Percent,1.1455799999999998,Europe
1733,Czech Republic,2007,Female,Not applicable,Percent,1.14699,Europe
2445,Georgia,2005,All genders,Not applicable,Percent,1.15636,Europe
5921,Sweden,2000,Male,Not applicable,Percent,1.16424,Europe
2492,Germany,2001,All genders,Not applicable,Percent,1.16917,Europe
2485,Germany,2004,All genders,Not applicable,Percent,1.16998,Europe
1734,Czech Republic,2007,All genders,Not applicable,Percent,1.17028,Europe
5912,Sweden,2003,All genders,Not applicable,Percent,1.17088,Europe
5595,Slovenia,2011,All genders,Not applicable,Percent,1.1747100000000001,Europe
4697,Norway,2000,Male,Not applicable,Percent,1.17608,Europe
1697,Cyprus,2000,All genders,Not applicable,Percent,1.18527,Europe
1768,Denmark,2012,Female,Not applicable,Percent,1.18671,Europe
291,Azerbaijan,2012,All genders,Not applicable,Percent,1.1876799999999998,Europe
1732,Czech Republic,2007,Male,Not applicable,Percent,1.1882700000000002,Europe
5919,Sweden,2001,Female,Not applicable,Percent,1.18829,Europe
452,Belarus,2011,Male,Not applicable,Percent,1.19825,Europe
4678,Norway,2006,Female,Not applicable,Percent,1.2047299999999999,Europe
3617,Lithuania,2003,Female,Not applicable,Percent,1.2053399999999999,Europe
5617,Slovenia,1998,Male,Not applicable,Percent,1.2063,Europe
5114,Poland,2010,Female,Not applicable,Percent,1.20746,Europe
5607,Slovenia,2002,All genders,Not applicable,Percent,1.20771,Europe
2821,Hungary,2007,Female,Not applicable,Percent,1.21069,Europe
28,Albania,2011,All genders,Not applicable,Percent,1.2166299999999999,Europe
1728,Czech Republic,2009,All genders,Not applicable,Percent,1.21935,Europe
2499,Germany,1999,Male,Not applicable,Percent,1.21956,Europe
1682,Cyprus,2006,Female,Not applicable,Percent,1.2233399999999999,Europe
1775,Denmark,2007,Female,Not applicable,Percent,1.2249700000000001,Europe
6306,Ukraine,1977,All genders,Not applicable,Percent,1.23005,Europe
4676,Norway,2007,Male,Not applicable,Percent,1.2313399999999999,Europe
1592,Croatia,2010,Female,Not applicable,Percent,1.23231,Europe
5897,Sweden,2008,Male,Not applicable,Percent,1.23435,Europe
4476,Netherlands,2000,Male,Not applicable,Percent,1.2451,Europe
2108,Estonia,2004,Female,Not applicable,Percent,1.2466899999999999,Europe
1752,Czech Republic,2001,All genders,Not applicable,Percent,1.25116,Europe
5918,Sweden,2001,All genders,Not applicable,Percent,1.25265,Europe
5497,Serbia,2009,Female,Not applicable,Percent,1.25409,Europe
806,Bosnia and Herzegovina,2009,All genders,Not applicable,Percent,1.25642,Europe
1699,Cyprus,2000,Female,Not applicable,Percent,1.26273,Europe
239,Armenia,2004,Female,Not applicable,Percent,1.26288,Europe
3028,Italy,2011,Male,Not applicable,Percent,1.28613,Europe
2428,Georgia,2013,Female,Not applicable,Percent,1.28677,Europe
22,Albania,2013,All genders,Not applicable,Percent,1.2874700000000001,Europe
2269,Finland,2005,Male,Not applicable,Percent,1.29434,Europe
3623,Lithuania,2001,Female,Not applicable,Percent,1.30066,Europe
6283,Ukraine,2001,Male,Not applicable,Percent,1.30544,Europe
5920,Sweden,2001,Male,Not applicable,Percent,1.3120399999999999,Europe
4688,Norway,2003,Male,Not applicable,Percent,1.3180100000000001,Europe
3403,Latvia,2003,Male,Not applicable,Percent,1.31859,Europe
237,Armenia,2004,All genders,Not applicable,Percent,1.31884,Europe
1742,Czech Republic,2004,Female,Not applicable,Percent,1.31894,Europe
1755,Czech Republic,2000,Female,Not applicable,Percent,1.32196,Europe
2427,Georgia,2013,All genders,Not applicable,Percent,1.32313,Europe
309,Azerbaijan,2006,All genders,Not applicable,Percent,1.32374,Europe
478,Belarus,2000,Male,Not applicable,Percent,1.32554,Europe
2820,Hungary,2007,All genders,Not applicable,Percent,1.33139,Europe
449,Belarus,2012,All genders,Not applicable,Percent,1.33186,Europe
27,Albania,2012,All genders,Not applicable,Percent,1.3329600000000001,Europe
1599,Croatia,2008,Male,Not applicable,Percent,1.3360299999999998,Europe
2487,Germany,2003,Male,Not applicable,Percent,1.34141,Europe
503,Belgium,2012,Female,Not applicable,Percent,1.34185,Europe
2877,Iceland,2009,Female,Not applicable,Percent,1.3456299999999999,Europe
1685,Cyprus,2005,All genders,Not applicable,Percent,1.34614,Europe
1694,Cyprus,2002,Female,Not applicable,Percent,1.35537,Europe
2426,Georgia,2013,Male,Not applicable,Percent,1.35572,Europe
1691,Cyprus,2003,All genders,Not applicable,Percent,1.3587200000000001,Europe
3630,Lithuania,1998,Female,Not applicable,Percent,1.36426,Europe
5686,Spain,1985,Male,Not applicable,Percent,1.36669,Europe
238,Armenia,2004,Male,Not applicable,Percent,1.37142,Europe
4477,Netherlands,1999,Male,Not applicable,Percent,1.37158,Europe
3401,Latvia,2004,Male,Not applicable,Percent,1.37205,Europe
5914,Sweden,2003,Male,Not applicable,Percent,1.37333,Europe
6264,Ukraine,2010,Female,Not applicable,Percent,1.3740700000000001,Europe
1770,Denmark,2009,Male,Not applicable,Percent,1.38026,Europe
1756,Czech Republic,1999,Female,Not applicable,Percent,1.3830799999999999,Europe
5590,Slovakia,1992,Male,Not applicable,Percent,1.38628,Europe
486,Belarus,1997,All genders,Not applicable,Percent,1.38869,Europe
267,Austria,2007,Female,Not applicable,Percent,1.3936899999999999,Europe
2110,Estonia,2004,All genders,Not applicable,Percent,1.39656,Europe
3600,Lithuania,2008,Female,Not applicable,Percent,1.39804,Europe
2096,Estonia,2008,Female,Not applicable,Percent,1.3982,Europe
3625,Lithuania,2000,All genders,Not applicable,Percent,1.3991799999999999,Europe
296,Azerbaijan,2010,Male,Not applicable,Percent,1.4011,Europe
5579,Slovakia,1997,All genders,Not applicable,Percent,1.40115,Europe
2435,Georgia,2009,Female,Not applicable,Percent,1.4027100000000001,Europe
6284,Ukraine,2001,All genders,Not applicable,Percent,1.4032799999999999,Europe
5598,Slovenia,2010,All genders,Not applicable,Percent,1.40571,Europe
341,Azerbaijan,1993,Male,Not applicable,Percent,1.40672,Europe
1750,Czech Republic,2001,Male,Not applicable,Percent,1.41333,Europe
1745,Czech Republic,2003,Female,Not applicable,Percent,1.41341,Europe
5594,Slovenia,2011,Male,Not applicable,Percent,1.42191,Europe
5916,Sweden,2002,Female,Not applicable,Percent,1.42206,Europe
2282,Finland,2000,Male,Not applicable,Percent,1.4233200000000001,Europe
5496,Serbia,2009,All genders,Not applicable,Percent,1.43733,Europe
1689,Cyprus,2004,Male,Not applicable,Percent,1.43985,Europe
2100,Estonia,2007,Male,Not applicable,Percent,1.44062,Europe
2822,Hungary,2007,Male,Not applicable,Percent,1.44459,Europe
6263,Ukraine,2011,Female,Not applicable,Percent,1.4470100000000001,Europe
1753,Czech Republic,2000,All genders,Not applicable,Percent,1.45096,Europe
1594,Croatia,2009,Male,Not applicable,Percent,1.4521700000000002,Europe
5585,Slovakia,1993,Male,Not applicable,Percent,1.45665,Europe
1736,Czech Republic,2006,Female,Not applicable,Percent,1.45744,Europe
4662,Norway,2012,All genders,Not applicable,Percent,1.4598,Europe
3627,Lithuania,1999,Male,Not applicable,Percent,1.46391,Europe
5926,Sweden,1999,Male,Not applicable,Percent,1.46484,Europe
5488,Serbia,2012,Male,Not applicable,Percent,1.46715,Europe
5115,Poland,2010,All genders,Not applicable,Percent,1.46771,Europe
3616,Lithuania,2003,All genders,Not applicable,Percent,1.46851,Europe
2860,Hungary,1978,Female,Not applicable,Percent,1.46909,Europe
6255,Ukraine,2013,All genders,Not applicable,Percent,1.47046,Europe
471,Belarus,2002,All genders,Not applicable,Percent,1.47664,Europe
466,Belarus,2005,Male,Not applicable,Percent,1.48243,Europe
2462,Georgia,1999,Male,Not applicable,Percent,1.48355,Europe
4690,Norway,2002,Female,Not applicable,Percent,1.4859200000000001,Europe
2122,Estonia,2000,All genders,Not applicable,Percent,1.48766,Europe
236,Armenia,2005,All genders,Not applicable,Percent,1.49231,Europe
1726,Czech Republic,2009,Male,Not applicable,Percent,1.49305,Europe
4475,Netherlands,2000,All genders,Not applicable,Percent,1.4973,Europe
6276,Ukraine,2006,Female,Not applicable,Percent,1.4986899999999999,Europe
5908,Sweden,2005,Male,Not applicable,Percent,1.50142,Europe
6282,Ukraine,2001,Female,Not applicable,Percent,1.50573,Europe
4663,Norway,2011,All genders,Not applicable,Percent,1.51155,Europe
2493,Germany,2001,Male,Not applicable,Percent,1.51465,Europe
2123,Estonia,1999,All genders,Not applicable,Percent,1.51755,Europe
490,Belarus,1995,Female,Not applicable,Percent,1.5310700000000002,Europe
30,Albania,2011,Male,Not applicable,Percent,1.53118,Europe
446,Belarus,2013,Male,Not applicable,Percent,1.53643,Europe
1765,Czech Republic,1993,All genders,Not applicable,Percent,1.5425,Europe
2883,Iceland,2004,Male,Not applicable,Percent,1.54417,Europe
5609,Slovenia,2001,Female,Not applicable,Percent,1.54735,Europe
5124,Poland,2005,All genders,Not applicable,Percent,1.55025,Europe
5494,Serbia,2010,Female,Not applicable,Percent,1.5529600000000001,Europe
